0,0,0,8.52
1,560,0.47,8.52
2,800,0.65,8.52
3,1100,0.90,8.52
4,1200,1.12,8.48
5,1250,1.34,8.48
6,920,1.20,8.48
7,640,0.96,8.48
8,240,0.60,8.48
9,640,0.96,8.48
10,920,1.20,8.48
11,1250,1.34,8.48
12,1250,1.69,8.20
13,1250,1.93,7.83
14,1240,2.18,7.70
15,1200,2.33,7.31
16,1160,2.60,6.99
17,1110,2.83,6.47
18,1040,2.98,6.07
19,920,3.18,5.71
