1070;720;810;1028
1056;707;815;1034
1035;680;822;1040
1012;656;830;1050
993;632;835;1054
962;603;845;1065
940;572;850;1075
907;540;860;1083
872;502;870;1092
800;430;892;1115
751;370;908;1130
