1079;737;812;1025
1078;728;815;1030
1051;705;820;1040
1038;686;825;1044
1021;670;830;1050
1005;650;835;1054
970;615;844;1066
950;589;850;1069
928;570;855;1080
902;571;864;1082
872;505;875;1100
