50,14,-6,8.96,-3.84,0.79,0.43,88.38
100,24,-7,15.36,-4.48,1.58,0.29,103.11
150,24,-9,15.36,-5.76,2.38,0.37,154.67
200,22,-5,14.08,-3.2,3.17,0.23,224.97
250,30,-11,19.2,-7.04,3.96,0.37,206.22
300,27,-8,17.28,-5.12,4.75,0.3,274.96
350,33,-9,21.12,-5.76,5.54,0.27,262.46
400,37,-10,23.68,-6.4,6.34,0.27,267.53
450,72,-23,46.08,-14.72,7.13,0.32,154.67
500,55,-16,35.2,-10.24,7.92,0.29,224.97
