50.5, 50.3
49.2, 46.2 
48.6, 48.2 
43.2, 42.2
49.8, 46.7
49.3, 49.0
46.2, 45.6
48.3, 47.2
45.3, 44.8
47.9, 47.1
52.1, 51.1
53.2, 51.5
53.6, 52.0
53.1, 50.8
54.4, 53.3
54.0, 53.3
51.6, 51.1
51.6, 51.1
50.7, 50.1
54.3, 54.0
